id,raw_term,term,reading,romaji,definition,pitch_accent,affix_type,lesson_id
962b04f3-dcd7-4cd7-bfb1-c38b49a3d960,話,話,はなし,hanashi,話；談話；話題；事情；故事,3,none,6
f86eeba1-dfda-4f56-a461-39162d5567aa,四季,四季,しき,shiki,四季,2,none,6
f62a6984-c55c-4e2c-bc85-66a02332f45d,冷蔵庫,冷蔵庫,れいぞうこ,reizouko,冰箱,3,none,6
5f5bf4ca-95f8-4137-8d23-df065f4800a6,鉛筆,鉛筆,えんぴつ,enpitsu,鉛筆,0,none,6
883caf24-eee3-4fd2-a270-dbd1dcd07ebc,男の人,男の人,おとこのひと,otokonohito,男人,6,none,6
ee69e1c1-bf33-4db9-90c3-c308620bae48,庭,庭,にわ,niwa,庭院；院子,0,none,6
10c463f4-7c36-49b5-af4d-623f42c6dfa2,大人,大人,おとな,otona,大人,0,none,6
0c7cf175-580c-4435-b743-ac6e5a6578d0,大勢,大勢,おおぜい,oozei,大量的(人),0,none,6
a3b3ab99-f9f0-4741-add4-9693a1df649c,～階,階,かい,kai,～樓,-1,suffix,6
b23ae06a-d183-4fe2-b47c-4934a39d6206,コピー室,コピー室,こぴーしつ,kopiishitsu,影印室,2,none,6
ccaafcbe-9910-426d-9072-cecc7c46c94d,あの／あのう,あの／あのう,あの／あのう,ano/anou,那個(用於引起聽者注意),0,none,6
deb42c38-8563-4da0-9c98-ff8341251be5,カフェ,カフェ,カフェ,kafe,咖啡廳,1,none,6
0c7a3242-cf19-41e5-9202-175c562d7adb,売り場,売り場,うりば,uriba,賣場；販賣區,0,none,6
fac6bd4d-2249-49ab-be68-7c13e3e44d1b,地下,地下,ちか,chika,地下,1,none,6
98b96465-66a6-4750-8c9b-2713d1811a81,切手,切手,きって,kitte,郵票,0,none,6
cddda462-25b1-4e18-9f91-b1d37de16bf5,いちご,いちご,いちご,ichigo,草莓,0,none,6
a06fabe1-dc6c-4528-b17e-bc020ad07506,ください,ください,ください,kudasai,請給(我),3,none,6
b348a0fd-131a-42e4-85f3-c3f6ee26388c,はがき,はがき,はがき,hagaki,明信片,0,none,6
9ea11a9e-6127-43cb-98b5-8b4105346162,Tシャツ,Tシャツ,ティーシャツ,teiishatsu,T恤,0,none,6
d87f1592-169f-4657-a14e-73290fc2f2ae,～個,個,こ,ko,～個；～顆,-1,suffix,6
b9f37d60-14c4-41f2-8aa8-1b57e6a65387,紙,紙,かみ,kami,紙,2,none,6
0c19be6b-2914-4342-b5c3-64f5153993e9,チョコレート,チョコレート,チョコレート,chokoreeto,巧克力,3,none,6
7a63b6a6-6486-47dd-a6bc-845dc98921d1,店員,店員,てんいん,ten'in,店員,0,none,6
86c7add4-41a6-482e-bd40-23e59e3253f9,いらっしゃいませ,いらっしゃいませ,いらっしゃいませ,irasshaimase,歡迎光臨,6,none,6
7c006ac1-6bc4-4ef0-9cd6-3831e13d255b,お客さん,お客さん,おきゃくさん,okyakusan,客人(敬稱),0,none,6
459d0ef3-f3dd-4180-81ee-53bd33bed892,全部で,全部で,ぜんぶで,zenbude,總共；合計,1,none,6
977cee44-5448-4821-9b63-207b4fb83d65,エアコン,エアコン,エアコン,eakon,空調；冷氣,0,none,6
eb5ee7d1-db1f-403a-8a0c-b78914090a94,パソコン,パソコン,パソコン,pasokon,電腦,0,none,6
249c3e52-0975-46f7-b446-863652dfccd8,国土,国土,こくど,kokudo,國土；領土,1,none,6
e3d18e0a-f447-466b-bb35-429fc1abb2ef,東アジア,東アジア,ひがしあじあ,higashiajia,東亞,4,none,6
98a9bdbb-0899-4446-b348-56e9b8395943,島,島,しま,shima,島,2,none,6
70128d98-6b4a-4dd6-a7cc-ba2a59b4d5ce,本州,本州,ほんしゅう,honshuu,本州,1,none,6
d81dec7b-327c-4fc5-afe8-53e32ce37d0b,四国,四国,しこく,shikoku,四國,2,none,6
4035ded4-cdc6-49de-b709-640744dbac93,九州,九州,きゅうしゅう,kyuushuu,九州,1,none,6
5c495997-59c1-4601-a0b6-8fa8460990cf,～パーセント,パーセント,パーセント,paasento,百分之～,3,suffix,6
6f2c9251-4779-422f-988a-07596cb8ca6f,平野,平野,へいや,heiya,平原,0,none,6
c01b9fb2-8f3a-400a-b94d-ba29d2ae8060,人口,人口,じんこう,jinkou,人口,0,none,6
e4ea9723-5f9b-4486-b2b1-097197af65f7,首都,首都,しゅと,shuto,首都,1,none,6
0d3937f5-2b4e-44e0-8630-9a34c5feba45,東,東,ひがし,higashi,東,0,none,6
fd86e1f8-ee77-4ff9-a18e-d11ae295e8dd,北,北,きた,kita,北,0,none,6
604cb8f6-e7cf-42ee-aa59-da3fcc9d1df5,西,西,にし,nishi,西,0,none,6
99188c64-caac-4fe6-bcf0-610aec6d1820,南,南,みなみ,minami,南,0,none,6
90019305-de19-4918-89fe-59724a5ef7dd,ヨーロッパ,ヨーロッパ,ヨーロッパ,yooroppa,歐洲,3,none,6
5430db4a-5c0f-4c90-9ead-c7fc3ab36d9c,アフリカ,アフリカ,アフリカ,afurika,非洲,0,none,6
3ec2786a-5b95-4317-8a19-15fbab9d1344,アジア,アジア,アジア,ajia,亞洲,1,none,6
7f8c7136-2b55-46f6-8648-d58656a4295c,オセアニア,オセアニア,オセアニア,oseania,大洋洲,0,none,6
56e75fd9-2b3e-4150-ba5e-0f6f8dfcdc58,北アメリカ,北アメリカ,きたあめりか,kitaamerika,北美洲,3,none,6
a3e8dd1b-d09a-4e1a-8fde-175f79f624b7,南アメリカ,南アメリカ,みなみあめりか,minamiamerika,南美洲,4,none,6
351d1c03-9c0f-43f1-b98c-f487216f12f4,文房具屋,文房具屋,ぶんぼうぐや,bunbouguya,文具店,0,none,6
16c1d2cd-6f9d-4a61-8da1-b807312395e8,電気屋,電気屋,でんきや,denkiya,電器店,0,none,6
90e43662-0d0a-4666-acb8-e58a2c820564,パン屋,パン屋,ぱんや,panya,麵包店,1,none,6
dd2b973c-c737-4035-97bd-cda2995add7a,コッペパン,コッペパン,コッペパン,koppepan,熱狗堡麵包,0,none,6
bbe9a08e-66cf-421b-939b-d1aff950ff27,食パン,食パン,しょくぱん,shokupan,吐司,0,none,6
c0b4f9bd-a186-4b1b-929f-bf8ff3baea42,発表します,発表します,はっぴょうします,happyoushimasu,發表；宣布,6,none,6
864791f4-7702-481a-becc-20f8193a237a,～つ,つ,つ,tsu,～個；～份,-1,suffix,6
